Fly,Pre Roll Avg,Post Roll Avg,Post minus Pre,T+1 minus T-1 mean,T+1 minus T-1 std,Roll Count
Fly10,0.003080000000000837,0.00384297520661289,0.0007629752066120534,0.00049999999999784,0.0034610932762198163,25
Fly6,-0.016862068965517098,-0.01596551724137959,0.0008965517241375093,-0.0012068965517274505,0.003574506063227509,29
Fly7,-0.011862068965516547,-0.01055555555555464,0.001306513409961907,-0.0006896551724077755,0.0031265390298921727,29
Fly8,-0.006051724137932979,-0.005277777777778603,0.0007739463601543761,0.0001724137930988812,0.0029071213734193652,29
Fly9,-0.0006785714285703039,-0.00046296296296275243,0.00021560846560755148,-0.0001785714285687285,0.003112740503026472,28
