Fly,Current Value,Historical Min,Historical Max,P05,P95,Percentile Rank,Percentile Rank 252d,Z-Score 60d,Half-Life Days,AR1 Phi,Half-Life p-value,Signal
Fly6,0.015000000000000568,-0.05750000000000455,0.017500000000012506,-0.04749999999999943,0.002500000000011937,99.0506329113924,97.61904761904762,1.7328366060178966,17.505906353041425,0.9611785927414144,0.00040240685561804696,SHORT
Fly7,-0.01999999999999602,-0.060000000000002274,0.010000000000005116,-0.041749999999994715,0.0050000000000054,24.401913875598087,23.809523809523807,1.7831849870983039,24.403562405477444,0.9719960635131557,0.002537677745384318,SHORT
Fly8,-0.025000000000005684,-0.03249999999999886,0.012500000000017053,-0.022499999999993747,0.002500000000011937,2.711323763955343,3.1746031746031744,-1.3884163920466082,8.937577640387639,0.9253768161817097,2.1594075593547578e-06,LONG
Fly9,-0.012500000000002842,-0.017500000000012506,0.030000000000001137,-0.010000000000005116,0.00750000000000739,3.511705685618729,5.952380952380952,-0.6990144801116193,2.606419070840543,0.7664862642248023,1.0640644937881436e-17,LONG
Fly10,-0.009999999999990905,-0.017499999999998295,0.025000000000019895,-0.005000000000009663,0.012499999999988631,2.2181146025878005,3.571428571428571,-1.7794347740557919,4.424260376717076,0.8549864848066934,1.430875741511111e-10,LONG
