Target Fly,Fly6,Fly7,Fly8,Fly9,Fly10
Fly6,0.0,-0.023300294086387167,-0.05490591363366841,-0.15865130219734638,-0.07827837668522879
Fly7,-0.013808427306176381,0.0,0.2569664193462742,0.019023556175410957,-0.05133539237326762
Fly8,-0.02579430689146993,0.20370340924787586,0.0,0.17914584979598705,-0.04311569932824808
Fly9,-0.11314660653335512,0.022893214733839373,0.27195678823575975,0.0,0.4444196847945139
Fly10,-0.03908163473997261,-0.04324789570922488,-0.04582068794253388,0.3111188361806291,0.0
