Fly,Date,Window,RollingMean,LongRunMean,LongRunStd,ShiftSigma,Direction
Fly6,2024-01-30,20,-0.04612499999999997,-0.016083860759493657,0.015422345499207055,-1.9478969163316235,cheap/compressed
Fly6,2024-01-31,20,-0.04612499999999997,-0.016083860759493657,0.015422345499207055,-1.9478969163316235,cheap/compressed
Fly6,2024-02-01,20,-0.04612499999999997,-0.016083860759493657,0.015422345499207055,-1.9478969163316235,cheap/compressed
Fly6,2024-02-02,20,-0.04650000000000034,-0.016083860759493657,0.015422345499207055,-1.9722122839272755,cheap/compressed
Fly6,2024-02-05,20,-0.047124999999999063,-0.016083860759493657,0.015422345499207055,-2.012737896586573,cheap/compressed
Fly6,2024-02-06,20,-0.04749999999999943,-0.016083860759493657,0.015422345499207055,-2.037053264182225,cheap/compressed
Fly6,2024-02-07,20,-0.04799999999999969,-0.016083860759493657,0.015422345499207055,-2.0694737543097452,cheap/compressed
Fly6,2024-02-08,20,-0.04837499999999935,-0.016083860759493657,0.015422345499207055,-2.0937891219053517,cheap/compressed
Fly6,2024-02-09,20,-0.04812499999999886,-0.016083860759493657,0.015422345499207055,-2.077578876841568,cheap/compressed
Fly6,2024-02-12,20,-0.047999999999998266,-0.016083860759493657,0.015422345499207055,-2.0694737543096537,cheap/compressed
Fly6,2024-02-13,20,-0.04787499999999838,-0.016083860759493657,0.015422345499207055,-2.0613686317777846,cheap/compressed
Fly6,2024-02-14,20,-0.047749999999998495,-0.016083860759493657,0.015422345499207055,-2.053263509245916,cheap/compressed
Fly6,2024-02-15,20,-0.04787499999999838,-0.016083860759493657,0.015422345499207055,-2.0613686317777846,cheap/compressed
Fly6,2024-02-16,20,-0.04799999999999756,-0.016083860759493657,0.015422345499207055,-2.0694737543096076,cheap/compressed
Fly6,2024-02-19,20,-0.04787499999999767,-0.016083860759493657,0.015422345499207055,-2.061368631777739,cheap/compressed
Fly6,2024-02-20,20,-0.047749999999996365,-0.016083860759493657,0.015422345499207055,-2.0532635092457783,cheap/compressed
Fly6,2024-02-21,20,-0.04787499999999696,-0.016083860759493657,0.015422345499207055,-2.061368631777693,cheap/compressed
Fly6,2024-02-22,20,-0.04774999999999778,-0.016083860759493657,0.015422345499207055,-2.05326350924587,cheap/compressed
Fly6,2024-02-23,20,-0.04737499999999813,-0.016083860759493657,0.015422345499207055,-2.0289481416502646,cheap/compressed
Fly6,2024-02-26,20,-0.04699999999999775,-0.016083860759493657,0.015422345499207055,-2.004632774054612,cheap/compressed
Fly6,2024-02-27,20,-0.046624999999997384,-0.016083860759493657,0.015422345499207055,-1.98031740645896,cheap/compressed
Fly6,2024-02-28,20,-0.046374999999996905,-0.016083860759493657,0.015422345499207055,-1.9641071613951766,cheap/compressed
Fly6,2024-02-29,20,-0.04612499999999642,-0.016083860759493657,0.015422345499207055,-1.947896916331393,cheap/compressed
Fly6,2024-03-01,20,-0.04549999999999699,-0.016083860759493657,0.015422345499207055,-1.9073713036720499,cheap/compressed
Fly6,2024-03-04,20,-0.04512499999999733,-0.016083860759493657,0.015422345499207055,-1.8830559360764438,cheap/compressed
Fly6,2024-03-05,20,-0.044999999999997445,-0.016083860759493657,0.015422345499207055,-1.8749508135445754,cheap/compressed
