Fly,PC1,PC2,PC3
Fly6,0.1252399753468498,-0.11884965436751511,0.9613844461461366
Fly7,0.19600673217675013,0.7620163450176133,0.10132687540697677
Fly8,-0.49239085735478205,-0.4530732076125544,0.08905393599013678
Fly9,0.6360860615476479,-0.2354441767881722,0.05004503998070218
Fly10,-0.546664499866908,0.38012702842988055,0.2346011540605453
