Timestamp,FER1,FER2,FER3,FER4,FER5,FER6,FER7,FER8,FER9,FER10,FER11,FER12,,Fly1,Fly2,Fly3,Fly4,Fly5,Fly6,Fly7,Fly8,Fly9,Fly10
08-01-2025,97.21,97.72,97.9475,98.0625,98.1,98.0775,98.0275,97.975,97.93,97.89,97.8525,97.8175,,-0.2825,-0.1125,-0.0775,-0.06,-0.0275,-0.0025,0.0075,0.005,0.0025,0.0025
07-01-2025,97.2075,97.715,97.95,98.055,98.09,98.0675,98.02,97.9725,97.9325,97.895,97.8625,97.8325,,-0.2725,-0.13,-0.07,-0.0575,-0.025,0,0.0075,0.0025,0.005,0.0025
06-01-2025,97.205,97.72,97.9375,98.0375,98.07,98.0475,98,97.9575,97.92,97.885,97.8525,97.8275,,-0.2975,-0.1175,-0.0675,-0.055,-0.025,0.005,0.005,0.0025,0.0025,0.0075
03-01-2025,97.22,97.7625,97.9925,98.0975,98.13,98.1075,98.0625,98.02,97.98,97.945,97.9125,97.885,,-0.3125,-0.125,-0.0725,-0.055,-0.0225,0.0025,0.0025,0.005,0.0025,0.005
02-01-2025,97.23,97.8175,98.07,98.18,98.2225,98.2,98.1525,98.105,98.06,98.0175,97.98,97.95,,-0.335,-0.1425,-0.0675,-0.065,-0.025,0,0.0025,0.0025,0.005,0.0075
31-12-2024,97.2325,97.8425,98.0975,98.1975,98.23,98.2025,98.1525,98.1025,98.0575,98.015,97.9775,97.945,,-0.355,-0.155,-0.0675,-0.06,-0.0225,0,0.005,0.0025,0.005,0.005
30-12-2024,97.2325,97.855,98.1025,98.2025,98.2325,98.205,98.1525,98.1,98.055,98.0125,97.975,97.9425,,-0.375,-0.1475,-0.07,-0.0575,-0.025,0,0.0075,0.0025,0.005,0.005
27-12-2024,97.2375,97.8575,98.1025,98.19,98.2125,98.1725,98.11,98.055,98.01,97.9675,97.9275,97.895,,-0.375,-0.1575,-0.065,-0.0625,-0.0225,0.0075,0.01,0.0025,0.0025,0.0075
26-12-2024,97.23,97.8475,98.1175,98.21,98.2425,98.2125,98.1625,98.1075,98.0575,98.0125,97.975,97.94,,-0.3475,-0.1775,-0.06,-0.0625,-0.02,-0.005,0.005,0.005,0.0075,0.0025
24-12-2024,97.23,97.8475,98.1175,98.21,98.2425,98.2125,98.1625,98.1075,98.0575,98.0125,97.975,97.94,,-0.3475,-0.1775,-0.06,-0.0625,-0.02,-0.005,0.005,0.005,0.0075,0.0025
23-12-2024,97.23,97.8325,98.1125,98.21,98.24,98.2175,98.17,98.12,98.07,98.0225,97.9825,97.9525,,-0.3225,-0.1825,-0.0675,-0.0525,-0.025,-0.0025,0,0.0025,0.0075,0.01
20-12-2024,97.2325,97.84,98.1275,98.235,98.2775,98.26,98.2175,98.1675,98.1225,98.0775,98.0375,98.005,,-0.32,-0.18,-0.065,-0.06,-0.025,-0.0075,0.005,0,0.005,0.0075
19-12-2024,97.2325,97.84,98.105,98.21,98.245,98.2175,98.17,98.1225,98.0775,98.0375,98,97.9675,,-0.3425,-0.16,-0.07,-0.0625,-0.02,0,0.0025,0.005,0.0025,0.005
18-12-2024,97.235,97.845,98.1225,98.23,98.27,98.255,98.2175,98.18,98.1425,98.1025,98.065,98.035,,-0.3325,-0.17,-0.0675,-0.055,-0.0225,0,0,-0.0025,0.0025,0.0075
17-12-2024,96.725,97.2275,97.8325,98.1225,98.2275,98.2625,98.245,98.2075,98.1725,98.1425,98.11,98.0825,,0.1025,-0.315,-0.185,-0.07,-0.0525,-0.02,0.0025,0.005,-0.0025,0.005
16-12-2024,96.725,97.2325,97.84,98.1275,98.235,98.2725,98.2575,98.2275,98.1975,98.165,98.13,98.0975,,0.1,-0.32,-0.18,-0.07,-0.0525,-0.015,0,-0.0025,-0.0025,0.0025
13-12-2024,96.725,97.2375,97.8525,98.135,98.23,98.26,98.2425,98.2125,98.1825,98.15,98.115,98.0825,,0.1025,-0.3325,-0.1875,-0.065,-0.0475,-0.0125,0,-0.0025,-0.0025,0.0025
12-12-2024,96.725,97.25,97.885,98.18,98.29,98.33,98.32,98.2925,98.265,98.23,98.195,98.1575,,0.11,-0.34,-0.185,-0.07,-0.05,-0.0175,0,-0.0075,0,-0.0025
11-12-2024,96.725,97.2625,97.915,98.215,98.34,98.3825,98.3775,98.3525,98.325,98.2875,98.25,98.21,,0.115,-0.3525,-0.175,-0.0825,-0.0475,-0.02,-0.0025,-0.01,0,-0.0025
10-12-2024,96.725,97.26,97.9075,98.205,98.3225,98.3675,98.36,98.335,98.3075,98.27,98.2325,98.1975,,0.1125,-0.35,-0.18,-0.0725,-0.0525,-0.0175,-0.0025,-0.01,0,0.0025
09-12-2024,96.725,97.265,97.8975,98.185,98.2975,98.3425,98.3375,98.3175,98.2925,98.26,98.2275,98.195,,0.0925,-0.345,-0.175,-0.0675,-0.05,-0.015,-0.005,-0.0075,0,0
06-12-2024,96.725,97.26,97.87,98.1575,98.2675,98.31,98.31,98.2925,98.27,98.2375,98.2075,98.18,,0.075,-0.3225,-0.1775,-0.0675,-0.0425,-0.0175,-0.005,-0.01,0.0025,0.0025
05-12-2024,96.725,97.26,97.8775,98.1825,98.28,98.31,98.305,98.2825,98.2575,98.22,98.1875,98.155,,0.0825,-0.3125,-0.2075,-0.0675,-0.035,-0.0175,-0.0025,-0.0125,0.005,0
04-12-2024,96.725,97.265,97.91,98.245,98.3525,98.3875,98.38,98.3575,98.33,98.2925,98.2575,98.225,,0.105,-0.31,-0.2275,-0.0725,-0.0425,-0.015,-0.005,-0.01,0.0025,0.0025
03-12-2024,96.7275,97.29,97.9425,98.28,98.385,98.42,98.41,98.385,98.3575,98.3175,98.2775,98.2425,,0.09,-0.315,-0.2325,-0.07,-0.045,-0.015,-0.0025,-0.0125,0,0.005
02-12-2024,96.7275,97.2975,97.98,98.3275,98.4325,98.46,98.445,98.415,98.3825,98.3375,98.29,98.25,,0.1125,-0.335,-0.2425,-0.0775,-0.0425,-0.015,-0.0025,-0.0125,-0.0025,0.0075
29-11-2024,96.7275,97.3125,97.9475,98.265,98.3675,98.395,98.375,98.34,98.3025,98.2625,98.2225,98.1875,,0.05,-0.3175,-0.215,-0.075,-0.0475,-0.015,-0.0025,-0.0025,0,0.005
28-11-2024,96.7275,97.2925,97.915,98.19,98.2975,98.3325,98.315,98.2775,98.24,98.2,98.1625,98.125,,0.0575,-0.3475,-0.1675,-0.0725,-0.0525,-0.02,0,-0.0025,0.0025,0
27-11-2024,96.725,97.29,97.8925,98.1375,98.24,98.2775,98.26,98.2175,98.18,98.1425,98.105,98.0725,,0.0375,-0.3575,-0.1425,-0.065,-0.055,-0.025,0.005,0,0,0.005
26-11-2024,96.725,97.3225,97.92,98.165,98.2625,98.29,98.2675,98.2225,98.1775,98.135,98.0925,98.055,,0,-0.3525,-0.1475,-0.07,-0.05,-0.0225,0,0.0025,0,0.005
25-11-2024,96.725,97.3525,97.97,98.2125,98.305,98.33,98.3025,98.255,98.2075,98.1625,98.1125,98.075,,-0.01,-0.375,-0.15,-0.0675,-0.0525,-0.02,0,0.0025,-0.005,0.0125
22-11-2024,96.725,97.3775,97.9875,98.2325,98.3175,98.335,98.295,98.2375,98.1825,98.13,98.0775,98.03,,-0.0425,-0.365,-0.16,-0.0675,-0.0575,-0.0175,0.0025,0.0025,0,0.005
21-11-2024,96.725,97.2875,97.8625,98.1225,98.215,98.24,98.2075,98.1575,98.11,98.065,98.0175,97.9775,,0.0125,-0.315,-0.1675,-0.0675,-0.0575,-0.0175,0.0025,0.0025,-0.0025,0.0075
20-11-2024,96.725,97.285,97.845,98.095,98.185,98.2075,98.1725,98.1225,98.0775,98.035,97.9925,97.955,,0,-0.31,-0.16,-0.0675,-0.0575,-0.015,0.005,0.0025,0,0.005
19-11-2024,96.7275,97.285,97.8425,98.1075,98.2025,98.2275,98.195,98.15,98.105,98.0625,98.0225,97.9875,,0,-0.2925,-0.17,-0.07,-0.0575,-0.0125,0,0.0025,0.0025,0.005
18-11-2024,96.725,97.2875,97.855,98.1075,98.2,98.2225,98.19,98.1375,98.0925,98.0525,98.0125,97.9775,,0.005,-0.315,-0.16,-0.07,-0.055,-0.02,0.0075,0.005,0,0.005
15-11-2024,96.7275,97.31,97.9275,98.1775,98.2625,98.2725,98.235,98.18,98.13,98.0875,98.045,98.0075,,0.035,-0.3675,-0.165,-0.075,-0.0475,-0.0175,0.005,0.0075,0,0.005
14-11-2024,96.73,97.325,97.9475,98.1975,98.275,98.2825,98.2475,98.1925,98.1375,98.0875,98.04,98.0025,,0.0275,-0.3725,-0.1725,-0.07,-0.0425,-0.02,0,0.005,0.0025,0.01
13-11-2024,96.73,97.31,97.89,98.13,98.215,98.2325,98.2,98.1425,98.085,98.0375,97.99,97.95,,0,-0.34,-0.155,-0.0675,-0.05,-0.025,0,0.01,0,0.0075
12-11-2024,96.73,97.32,97.905,98.145,98.235,98.26,98.2275,98.1725,98.1175,98.0725,98.0275,97.99,,-0.005,-0.345,-0.15,-0.065,-0.0575,-0.0225,0,0.01,0,0.0075
11-11-2024,96.7275,97.3025,97.8875,98.1275,98.2275,98.255,98.225,98.1725,98.1225,98.0825,98.0425,98.01,,0.01,-0.345,-0.14,-0.0725,-0.0575,-0.0225,0.0025,0.01,0,0.0075
08-11-2024,96.7275,97.2875,97.8575,98.0875,98.165,98.18,98.1375,98.0825,98.035,98,97.965,97.935,,0.01,-0.34,-0.1525,-0.0625,-0.0575,-0.0125,0.0075,0.0125,0,0.005
07-11-2024,96.7275,97.295,97.865,98.0925,98.165,98.1725,98.13,98.0725,98.0225,97.98,97.94,97.9075,,0.0025,-0.3425,-0.155,-0.065,-0.05,-0.015,0.0075,0.0075,0.0025,0.0075
06-11-2024,96.7275,97.2925,97.855,98.0875,98.1525,98.1575,98.1125,98.055,98.005,97.9675,97.93,97.9025,,-0.0025,-0.33,-0.1675,-0.06,-0.05,-0.0125,0.0075,0.0125,0,0.01
05-11-2024,96.7275,97.2575,97.735,97.94,98.0025,98.01,97.975,97.9275,97.8875,97.86,97.8325,97.81,,-0.0525,-0.2725,-0.1425,-0.055,-0.0425,-0.0125,0.0075,0.0125,0,0.005
04-11-2024,96.7275,97.27,97.76,97.985,98.055,98.0625,98.0275,97.9825,97.945,97.9175,97.8875,97.86,,-0.0525,-0.265,-0.155,-0.0625,-0.0425,-0.01,0.0075,0.01,-0.0025,0.0025
01-11-2024,96.7275,97.28,97.7625,97.995,98.0675,98.075,98.0425,97.9975,97.9575,97.925,97.89,97.8625,,-0.07,-0.25,-0.16,-0.065,-0.04,-0.0125,0.005,0.0075,-0.0025,0.0075
31-10-2024,96.7275,97.2725,97.7425,97.96,98.03,98.04,98.01,97.9675,97.9325,97.9025,97.8725,97.85,,-0.075,-0.2525,-0.1475,-0.06,-0.04,-0.0125,0.0075,0.005,0,0.0075
30-10-2024,96.7275,97.2925,97.785,98.01,98.0875,98.0975,98.065,98.025,97.985,97.9475,97.9075,97.87,,-0.0725,-0.2675,-0.1475,-0.0675,-0.0425,-0.0075,0,0.0025,-0.0025,0.0025
29-10-2024,96.73,97.3525,97.8775,98.1225,98.2025,98.215,98.1825,98.1325,98.085,98.0375,97.9925,97.95,,-0.0975,-0.28,-0.165,-0.0675,-0.045,-0.0175,0.0025,0,0.0025,0.0025
28-10-2024,96.7275,97.3575,97.8825,98.1375,98.2325,98.2525,98.2225,98.175,98.125,98.075,98.0275,97.9825,,-0.105,-0.27,-0.16,-0.075,-0.05,-0.0175,-0.0025,0,0.0025,0.0025
25-10-2024,96.7275,97.355,97.87,98.1125,98.2075,98.2275,98.1925,98.1425,98.095,98.05,98.005,97.965,,-0.1125,-0.2725,-0.1475,-0.075,-0.055,-0.015,0.0025,0.0025,0,0.005
24-10-2024,96.73,97.3725,97.9,98.1475,98.2475,98.2675,98.2325,98.1825,98.135,98.09,98.045,98.005,,-0.115,-0.28,-0.1475,-0.08,-0.055,-0.015,0.0025,0.0025,0,0.005
23-10-2024,96.73,97.3375,97.845,98.095,98.1925,98.21,98.1775,98.13,98.08,98.0325,97.9875,97.94,,-0.1,-0.2575,-0.1525,-0.08,-0.05,-0.015,-0.0025,0.0025,0.0025,-0.0025
22-10-2024,96.73,97.2925,97.77,98.0325,98.1425,98.1775,98.1575,98.1175,98.0725,98.03,97.9875,97.945,,-0.085,-0.215,-0.1525,-0.075,-0.055,-0.02,-0.005,0.0025,0,0
21-10-2024,96.73,97.27,97.765,98.04,98.16,98.195,98.1775,98.1375,98.095,98.0525,98.0125,97.97,,-0.045,-0.22,-0.155,-0.085,-0.0525,-0.0225,-0.0025,0,0.0025,-0.0025
20-10-2024,96.73,97.27,97.765,98.04,98.16,98.195,98.1775,98.1375,98.095,98.0525,98.0125,97.97,,-0.045,-0.22,-0.155,-0.085,-0.0525,-0.0225,-0.0025,0,0.0025,-0.0025
18-10-2024,96.7275,97.305,97.83,98.12,98.2425,98.2825,98.2675,98.23,98.19,98.1475,98.105,98.0625,,-0.0525,-0.235,-0.1675,-0.0825,-0.055,-0.0225,-0.0025,-0.0025,0,0
17-10-2024,96.73,97.26,97.76,98.0575,98.19,98.2325,98.22,98.185,98.1425,98.1025,98.06,98.0175,,-0.03,-0.2025,-0.165,-0.09,-0.055,-0.0225,-0.0075,0.0025,-0.0025,0
16-10-2024,96.7225,97.2,97.6975,98.015,98.1625,98.2125,98.2025,98.1675,98.13,98.095,98.06,98.0225,,0.02,-0.18,-0.17,-0.0975,-0.06,-0.025,-0.0025,0.0025,0,-0.0025
15-10-2024,96.7225,97.1825,97.67,97.9675,98.1125,98.1675,98.16,98.1275,98.09,98.0525,98.02,97.9825,,0.0275,-0.19,-0.1525,-0.09,-0.0625,-0.025,-0.005,0,0.005,-0.005
14-10-2024,96.7225,97.1675,97.6275,97.8975,98.035,98.09,98.08,98.05,98.0125,97.9775,97.9425,97.9075,,0.015,-0.19,-0.1325,-0.0825,-0.065,-0.02,-0.0075,0.0025,0,0
13-10-2024,96.7225,97.1675,97.6275,97.8975,98.035,98.09,98.08,98.05,98.0125,97.9775,97.9425,97.9075,,0.015,-0.19,-0.1325,-0.0825,-0.065,-0.02,-0.0075,0.0025,0,0
11-10-2024,96.72,97.16,97.6025,97.865,98.01,98.075,98.0725,98.0425,98.005,97.97,97.9325,97.895,,0.0025,-0.18,-0.1175,-0.08,-0.0675,-0.0275,-0.0075,0.0025,-0.0025,0
10-10-2024,96.72,97.1725,97.61,97.8675,98.0075,98.065,98.06,98.03,97.9925,97.955,97.9175,97.885,,-0.015,-0.18,-0.1175,-0.0825,-0.0625,-0.025,-0.0075,0,0,0.005
09-10-2024,96.72,97.1825,97.625,97.8775,98.01,98.0625,98.0525,98.02,97.98,97.9475,97.915,97.885,,-0.02,-0.19,-0.12,-0.08,-0.0625,-0.0225,-0.0075,0.0075,0,0.0025
08-10-2024,96.7225,97.19,97.64,97.89,98.0225,98.075,98.065,98.0325,97.9925,97.9575,97.925,97.8925,,-0.0175,-0.2,-0.1175,-0.08,-0.0625,-0.0225,-0.0075,0.005,0.0025,0
07-10-2024,96.7175,97.2075,97.6525,97.8875,98.005,98.05,98.04,98.01,97.9725,97.9375,97.9075,97.875,,-0.045,-0.21,-0.1175,-0.0725,-0.055,-0.02,-0.0075,0.0025,0.005,-0.0025
06-10-2024,96.7175,97.2075,97.6525,97.8875,98.005,98.05,98.04,98.01,97.9725,97.9375,97.9075,97.875,,-0.045,-0.21,-0.1175,-0.0725,-0.055,-0.02,-0.0075,0.0025,0.005,-0.0025
04-10-2024,96.715,97.225,97.7025,97.9425,98.0675,98.115,98.105,98.075,98.0375,98.005,97.9675,97.9325,,-0.0325,-0.2375,-0.115,-0.0775,-0.0575,-0.02,-0.0075,0.005,-0.005,0.0025
03-10-2024,96.72,97.275,97.835,98.1225,98.25,98.285,98.265,98.225,98.1775,98.13,98.085,98.0425,,0.005,-0.2725,-0.16,-0.0925,-0.055,-0.02,-0.0075,0,0.0025,0.0025
02-10-2024,96.7225,97.28,97.855,98.155,98.2875,98.3275,98.31,98.27,98.225,98.1775,98.1325,98.09,,0.0175,-0.275,-0.1675,-0.0925,-0.0575,-0.0225,-0.005,-0.0025,0.0025,0.0025
01-10-2024,96.7175,97.2775,97.8575,98.1725,98.3075,98.3525,98.34,98.305,98.2625,98.2175,98.175,98.135,,0.02,-0.265,-0.18,-0.09,-0.0575,-0.0225,-0.0075,-0.0025,0.0025,0.0025
30-09-2024,96.7125,97.25,97.8175,98.1375,98.27,98.305,98.285,98.2425,98.195,98.145,98.0975,98.055,,0.03,-0.2475,-0.1875,-0.0975,-0.055,-0.0225,-0.005,-0.0025,0.0025,0.005
27-09-2024,96.7025,97.24,97.81,98.1275,98.2625,98.3,98.2775,98.235,98.1825,98.1325,98.085,98.0425,,0.0325,-0.2525,-0.1825,-0.0975,-0.06,-0.02,-0.01,0.0025,0.0025,0.005
26-09-2024,96.675,97.1925,97.7625,98.09,98.2325,98.2775,98.2575,98.2175,98.1675,98.115,98.0675,98.0225,,0.0525,-0.2425,-0.185,-0.0975,-0.065,-0.02,-0.01,-0.0025,0.005,0.0025
25-09-2024,96.6725,97.1875,97.7425,98.06,98.205,98.255,98.24,98.2025,98.155,98.105,98.0575,98.015,,0.04,-0.2375,-0.1725,-0.095,-0.065,-0.0225,-0.01,-0.0025,0.0025,0.005
24-09-2024,96.6725,97.2025,97.775,98.1075,98.2575,98.305,98.2875,98.25,98.2025,98.155,98.1075,98.0625,,0.0425,-0.24,-0.1825,-0.1025,-0.065,-0.02,-0.01,0,0,0.0025
23-09-2024,96.64,97.1425,97.7075,98.03,98.1775,98.2275,98.21,98.175,98.135,98.0925,98.0525,98.0125,,0.0625,-0.2425,-0.175,-0.0975,-0.0675,-0.0175,-0.005,-0.0025,0.0025,0
20-09-2024,96.6075,97.065,97.5975,97.9125,98.055,98.105,98.0975,98.075,98.0475,98.015,97.9775,97.9475,,0.075,-0.2175,-0.1725,-0.0925,-0.0575,-0.015,-0.005,-0.005,-0.005,0.0075
19-09-2024,96.615,97.085,97.635,97.96,98.1075,98.16,98.155,98.1325,98.1025,98.0675,98.03,97.99,,0.08,-0.225,-0.1775,-0.095,-0.0575,-0.0175,-0.0075,-0.005,-0.0025,-0.0025
18-09-2024,96.615,97.065,97.605,97.9125,98.055,98.1075,98.1075,98.0925,98.0675,98.0375,98.005,97.9725,,0.09,-0.2325,-0.165,-0.09,-0.0525,-0.015,-0.01,-0.005,-0.0025,0
17-09-2024,96.32,96.62,97.0825,97.645,97.965,98.11,98.16,98.155,98.135,98.11,98.08,98.0475,,0.1625,0.1,-0.2425,-0.175,-0.095,-0.055,-0.015,-0.005,-0.005,-0.0025
16-09-2024,96.32,96.6225,97.09,97.6725,98.0125,98.17,98.2225,98.2175,98.1975,98.1675,98.1325,98.0975,,0.165,0.115,-0.2425,-0.1825,-0.105,-0.0575,-0.015,-0.01,-0.005,0
13-09-2024,96.3225,96.625,97.0775,97.635,97.965,98.1175,98.17,98.1675,98.1475,98.12,98.0825,98.0475,,0.15,0.105,-0.2275,-0.1775,-0.1,-0.055,-0.0175,-0.0075,-0.01,0.0025
12-09-2024,96.32,96.61,97.035,97.595,97.9325,98.0975,98.16,98.17,98.1575,98.1275,98.0925,98.055,,0.135,0.135,-0.2225,-0.1725,-0.1025,-0.0525,-0.0225,-0.0175,-0.005,-0.0025
11-09-2024,96.32,96.6325,97.1075,97.71,98.0425,98.195,98.255,98.2575,98.2375,98.2025,98.16,98.1175,,0.1625,0.1275,-0.27,-0.18,-0.0925,-0.0575,-0.0225,-0.015,-0.0075,0
10-09-2024,96.3225,96.6325,97.095,97.6525,97.965,98.1125,98.17,98.1775,98.1625,98.13,98.0925,98.0525,,0.1525,0.095,-0.245,-0.165,-0.09,-0.05,-0.0225,-0.0175,-0.005,-0.0025
09-09-2024,96.3225,96.6325,97.1,97.66,97.965,98.095,98.1425,98.1475,98.13,98.1,98.1,98.1,,0.1575,0.0925,-0.255,-0.175,-0.0825,-0.0425,-0.0225,-0.0125,0.03,0
06-09-2024,96.32,96.645,97.1225,97.635,97.9225,98.05,98.1075,98.1175,98.1075,98.0825,98.05,98.015,,0.1525,0.035,-0.225,-0.16,-0.07,-0.0475,-0.02,-0.015,-0.0075,-0.0025
05-09-2024,96.3225,96.6375,97.0725,97.5575,97.84,97.9725,98.0375,98.0575,98.0525,98.0325,98.0025,97.97,,0.12,0.05,-0.2025,-0.15,-0.0675,-0.045,-0.025,-0.015,-0.01,-0.0025
04-09-2024,96.3225,96.63,97.0625,97.5275,97.805,97.94,98.0125,98.0375,98.0375,98.0225,97.9975,97.9675,,0.125,0.0325,-0.1875,-0.1425,-0.0625,-0.0475,-0.025,-0.015,-0.01,-0.005
03-09-2024,96.32,96.6225,97.0425,97.475,97.74,97.875,97.9475,97.9725,97.9725,97.9575,97.935,97.9075,,0.1175,0.0125,-0.1675,-0.13,-0.0625,-0.0475,-0.025,-0.015,-0.0075,-0.005
02-09-2024,96.32,96.625,97.0375,97.45,97.705,97.8325,97.8975,97.9175,97.915,97.9,97.875,97.8475,,0.1075,0,-0.1575,-0.1275,-0.0625,-0.045,-0.0225,-0.0125,-0.01,-0.0025
30-08-2024,96.32,96.6425,97.0625,97.4825,97.7375,97.865,97.9325,97.9525,NA,97.935,97.9125,97.8875,,0.0975,0,-0.165,-0.1275,-0.06,-0.0475,#VALUE!,#VALUE!,#VALUE!,-0.0025
29-08-2024,96.6575,97.0975,97.5175,97.765,97.8875,97.95,97.965,97.96,NA,97.9425,97.915,97.8875,,-0.02,-0.1725,-0.125,-0.06,-0.0475,-0.02,#VALUE!,#VALUE!,#VALUE!,0
28-08-2024,96.6525,97.085,97.4925,97.73,97.8575,97.9275,97.9525,97.955,NA,97.945,97.925,97.9,,-0.025,-0.17,-0.11,-0.0575,-0.045,-0.0225,#VALUE!,#VALUE!,#VALUE!,-0.005
27-08-2024,96.6525,97.085,97.4825,97.7125,97.84,97.91,97.935,97.9375,NA,97.925,97.905,97.8825,,-0.035,-0.1675,-0.1025,-0.0575,-0.045,-0.0225,#VALUE!,#VALUE!,#VALUE!,-0.0025
26-08-2024,96.655,97.09,97.4925,97.7275,97.8575,97.93,97.955,97.9575,NA,97.9475,97.9275,97.9075,,-0.0325,-0.1675,-0.105,-0.0575,-0.0475,-0.0225,#VALUE!,#VALUE!,#VALUE!,0
23-08-2024,96.665,97.115,97.5175,97.75,97.8775,97.95,97.975,97.9775,97.9675,97.95,97.93,97.91,,-0.0475,-0.17,-0.105,-0.055,-0.0475,-0.0225,-0.0125,-0.0075,-0.0025,0
22-08-2024,96.32,97.085,97.4775,97.705,97.8325,97.905,97.9325,97.9375,97.9325,97.92,97.905,97.885,,-0.3725,-0.165,-0.1,-0.055,-0.045,-0.0225,-0.01,-0.0075,-0.0025,-0.005
21-08-2024,96.665,97.1175,97.5225,97.755,97.88,97.95,97.98,97.9875,97.9825,97.97,97.955,97.935,,-0.0475,-0.1725,-0.1075,-0.055,-0.04,-0.0225,-0.0125,-0.0075,-0.0025,-0.005
20-08-2024,96.6575,97.0925,97.48,97.7125,97.8425,97.9175,97.95,97.9625,97.9625,97.9525,97.94,97.925,,-0.0475,-0.155,-0.1025,-0.055,-0.0425,-0.02,-0.0125,-0.01,-0.0025,-0.0025
19-08-2024,96.6575,97.07,97.4425,97.6625,97.7875,97.8575,97.8875,97.9,97.9025,97.8925,97.88,97.87,,-0.04,-0.1525,-0.095,-0.055,-0.04,-0.0175,-0.01,-0.0125,-0.0025,0.0025
16-08-2024,96.6575,97.07,97.44,97.6575,97.7825,97.855,97.8875,97.9025,97.905,97.8975,97.8875,97.8725,,-0.0425,-0.1525,-0.0925,-0.0525,-0.04,-0.0175,-0.0125,-0.01,-0.0025,-0.005
15-08-2024,96.6525,97.0725,97.4425,97.6575,97.78,97.8525,97.885,97.8975,97.8975,97.89,97.88,97.8675,,-0.05,-0.155,-0.0925,-0.05,-0.04,-0.02,-0.0125,-0.0075,-0.0025,-0.0025
14-08-2024,96.6775,97.145,97.5475,97.7775,97.9025,97.9725,98.0025,98.01,98.0025,97.9875,97.9725,97.9525,,-0.065,-0.1725,-0.105,-0.055,-0.04,-0.0225,-0.015,-0.0075,0,-0.005
13-08-2024,96.685,97.155,97.55,97.7825,97.91,97.9825,98.01,98.0125,98.005,97.99,97.97,97.95,,-0.075,-0.1625,-0.105,-0.055,-0.045,-0.025,-0.01,-0.0075,-0.005,0
12-08-2024,96.6675,97.1075,97.475,97.7025,97.8325,97.905,97.935,97.94,97.935,97.92,97.9,97.88,,-0.0725,-0.14,-0.0975,-0.0575,-0.0425,-0.025,-0.01,-0.01,-0.005,0
09-08-2024,96.6775,97.115,97.4875,97.7175,97.8475,97.92,97.9475,97.9525,97.945,97.93,97.9075,97.885,,-0.065,-0.1425,-0.1,-0.0575,-0.045,-0.0225,-0.0125,-0.0075,-0.0075,0
08-08-2024,96.325,97.1225,97.4925,97.7175,97.8325,97.895,97.9175,97.9175,97.9075,97.89,97.8675,97.8475,,-0.4275,-0.145,-0.11,-0.0525,-0.04,-0.0225,-0.01,-0.0075,-0.005,0.0025
07-08-2024,96.325,97.12,97.4925,97.7125,97.8225,97.885,97.905,97.905,97.895,97.8775,97.8575,97.835,,-0.4225,-0.1525,-0.11,-0.0475,-0.0425,-0.02,-0.01,-0.0075,-0.0025,-0.0025
06-08-2024,96.3275,97.165,97.54,97.7525,97.8575,97.915,97.9375,97.9375,97.9325,97.9175,97.8975,97.88,,-0.4625,-0.1625,-0.1075,-0.0475,-0.035,-0.0225,-0.005,-0.01,-0.005,0.0025
05-08-2024,96.3325,97.2175,97.6025,97.795,97.8875,97.94,97.9575,97.96,97.955,97.94,97.925,97.91,,-0.5,-0.1925,-0.1,-0.04,-0.035,-0.015,-0.0075,-0.01,0,0
02-08-2024,96.725,97.1625,97.5325,97.755,97.875,97.945,97.975,97.98,97.9775,97.9625,97.945,97.9225,,-0.0675,-0.1475,-0.1025,-0.05,-0.04,-0.025,-0.0075,-0.0125,-0.0025,-0.005
01-08-2024,96.64,97.025,97.39,97.6425,97.7925,97.8775,97.915,97.9275,97.9275,97.9175,97.895,97.8775,,-0.02,-0.1125,-0.1025,-0.065,-0.0475,-0.025,-0.0125,-0.01,-0.0125,0.005
31-07-2024,96.625,96.99,97.3275,97.565,97.7125,97.8,97.84,97.8575,97.86,97.85,97.8325,97.815,,-0.0275,-0.1,-0.09,-0.06,-0.0475,-0.0225,-0.015,-0.0125,-0.0075,0
30-07-2024,96.615,96.965,97.2875,97.525,97.68,97.775,97.8225,97.84,97.8425,97.8325,97.815,97.7925,,-0.0275,-0.085,-0.0825,-0.06,-0.0475,-0.03,-0.015,-0.0125,-0.0075,-0.005
29-07-2024,96.605,96.94,97.245,97.475,97.625,97.72,97.765,97.785,97.7875,97.78,NA,NA,,-0.03,-0.075,-0.08,-0.055,-0.05,-0.025,-0.0175,-0.01,#VALUE!,#VALUE!
26-07-2024,96.3225,96.9325,97.2325,97.4575,97.605,97.695,97.7375,97.755,97.755,97.7475,NA,NA,,-0.31,-0.075,-0.0775,-0.0575,-0.0475,-0.025,-0.0175,-0.0075,#VALUE!,#VALUE!
25-07-2024,96.6075,96.9325,97.23,97.45,97.5925,97.6825,97.7225,97.7375,97.74,97.7325,NA,NA,,-0.0275,-0.0775,-0.0775,-0.0525,-0.05,-0.025,-0.0125,-0.01,#VALUE!,#VALUE!
24-07-2024,96.5925,96.8925,97.1825,97.41,97.5675,97.6675,97.7125,97.7325,97.735,97.7275,NA,NA,,-0.01,-0.0625,-0.07,-0.0575,-0.055,-0.025,-0.0175,-0.01,#VALUE!,#VALUE!
